DATE,T10Y3M,UNRATE
1988-01-01,2.6610526315789474,5.7
1988-02-01,2.3695000000000000,5.7
1988-03-01,2.5034782608695652,5.7
1988-04-01,2.6355000000000000,5.4
1988-05-01,2.6347619047619048,5.6
1988-06-01,2.2572727272727273,5.4
1988-07-01,2.1080000000000000,5.4
1988-08-01,1.9608695652173913,5.6
1988-09-01,1.4990476190476190,5.4
1988-10-01,1.1985000000000000,5.4
1988-11-01,0.93400000000000000000,5.3
1988-12-01,0.75714285714285714286,5.3
1989-01-01,0.53300000000000000000,5.4
1989-02-01,0.33210526315789473684,5.2
1989-03-01,0.21545454545454545455,5.0
1989-04-01,0.21300000000000000000,5.2
1989-05-01,0.12318181818181818182,5.2
1989-06-01,-0.15727272727272727273,5.3
1989-07-01,-0.12850000000000000000,5.2
1989-08-01,-0.05739130434782608696,5.2
1989-09-01,0.17600000000000000000,5.3
1989-10-01,0.10809523809523809524,5.3
1989-11-01,-0.06952380952380952381,5.4
1989-12-01,-0.04350000000000000000,5.4
1990-01-01,0.30857142857142857143,5.4
1990-02-01,0.47105263157894736842,5.3
1990-03-01,0.41863636363636363636,5.2
1990-04-01,0.74500000000000000000,5.4
1990-05-01,0.75136363636363636364,5.4
1990-06-01,0.49333333333333333333,5.2
1990-07-01,0.59666666666666666667,5.5
1990-08-01,1.0582608695652174,5.7
1990-09-01,1.2952631578947368,5.9
1990-10-01,1.3195454545454545,5.9
1990-11-01,1.1015000000000000,6.2
1990-12-01,1.1255000000000000,6.3
1991-01-01,1.6823809523809524,6.4
1991-02-01,1.7384210526315789,6.6
1991-03-01,2.0165000000000000,6.8
1991-04-01,2.2136363636363636,6.7
1991-05-01,2.4340909090909091,6.9
1991-06-01,2.5330000000000000,6.9
1991-07-01,2.5218181818181818,6.8
1991-08-01,2.4022727272727273,6.9
1991-09-01,2.2765000000000000,6.9
1991-10-01,2.3831818181818182,7.0
1991-11-01,2.7278947368421053,7.0
1991-12-01,2.9042857142857143,7.3
1992-01-01,3.1261904761904762,7.3
1992-02-01,3.3878947368421053,7.4
1992-03-01,3.4036363636363636,7.4
1992-04-01,3.6414285714285714,7.4
1992-05-01,3.6730000000000000,7.6
1992-06-01,3.5168181818181818,7.8
1992-07-01,3.5650000000000000,7.7
1992-08-01,3.3866666666666667,7.6
1992-09-01,3.4466666666666667,7.6
1992-10-01,3.6561904761904762,7.3
1992-11-01,3.6673684210526316,7.4
1992-12-01,3.4786363636363636,7.4
1993-01-01,3.5289473684210526,7.3
1993-02-01,3.2663157894736842,7.1
1993-03-01,2.9608695652173913,7.0
1993-04-01,3.0390476190476190,7.1
1993-05-01,3.0105000000000000,7.1
1993-06-01,2.8181818181818182,7.0
1993-07-01,2.6942857142857143,6.9
1993-08-01,2.5872727272727273,6.8
1993-09-01,2.3514285714285714,6.7
1993-10-01,2.2420000000000000,6.8
1993-11-01,2.5445000000000000,6.6
1993-12-01,2.6463636363636364,6.5
1994-01-01,2.7060000000000000,6.6
1994-02-01,2.6426315789473684,6.6
1994-03-01,2.8917391304347826,6.5
1994-04-01,3.1915789473684211,6.4
1994-05-01,2.9157142857142857,6.1
1994-06-01,2.8522727272727273,6.1
1994-07-01,2.8415000000000000,6.1
1994-08-01,2.6243478260869565,6.0
1994-09-01,2.7057142857142857,5.9
1994-10-01,2.6420000000000000,5.8
1994-11-01,2.5060000000000000,5.6
1994-12-01,2.0490476190476190,5.5
1995-01-01,1.8780000000000000,5.6
1995-02-01,1.5300000000000000,5.4
1995-03-01,1.2943478260869565,5.4
1995-04-01,1.2247368421052632,5.8
1995-05-01,0.78500000000000000000,5.6
1995-06-01,0.52909090909090909091,5.6
1995-07-01,0.68500000000000000000,5.7
1995-08-01,0.92260869565217391304,5.7
1995-09-01,0.76350000000000000000,5.6
1995-10-01,0.60047619047619047619,5.5
1995-11-01,0.41238095238095238095,5.6
1995-12-01,0.41750000000000000000,5.6
1996-01-01,0.50190476190476190476,5.6
1996-02-01,0.84100000000000000000,5.5
1996-03-01,1.1709523809523810,5.5
1996-04-01,1.4236363636363636,5.6
1996-05-01,1.5831818181818182,5.6
1996-06-01,1.6805000000000000,5.3
1996-07-01,1.5672727272727273,5.5
1996-08-01,1.4463636363636364,5.1
1996-09-01,1.5945000000000000,5.2
1996-10-01,1.4104545454545455,5.2
1996-11-01,1.03421052631578947368,5.4
1996-12-01,1.2619047619047619,5.4
1997-01-01,1.4133333333333333,5.3
1997-02-01,1.2773684210526316,5.2
1997-03-01,1.4100000000000000,5.2
1997-04-01,1.5809090909090909,5.1
1997-05-01,1.5142857142857143,4.9
1997-06-01,1.4228571428571429,5.0
1997-07-01,1.02590909090909090909,4.9
1997-08-01,1.01904761904761904762,4.8
1997-09-01,1.1238095238095238,4.9
1997-10-01,0.91681818181818181818,4.7
1997-11-01,0.59388888888888888889,4.6
1997-12-01,0.50409090909090909091,4.7
1998-01-01,0.36550000000000000000,4.6
1998-02-01,0.34473684210526315789,4.6
1998-03-01,0.48545454545454545455,4.7
1998-04-01,0.55476190476190476190,4.3
1998-05-01,0.51250000000000000000,4.4
1998-06-01,0.37227272727272727273,4.5
1998-07-01,0.36681818181818181818,4.5
1998-08-01,0.30095238095238095238,4.5
1998-09-01,0.06761904761904761905,4.6
1998-10-01,0.45952380952380952381,4.5
1998-11-01,0.29631578947368421053,4.4
1998-12-01,0.14818181818181818182,4.4
1999-01-01,0.27578947368421052632,4.3
1999-02-01,0.44368421052631578947,4.4
1999-03-01,0.66608695652173913043,4.2
1999-04-01,0.77545454545454545455,4.3
1999-05-01,0.90850000000000000000,4.2
1999-06-01,1.1840909090909091,4.3
1999-07-01,1.1061904761904762,4.3
1999-08-01,1.0654545454545455,4.2
1999-09-01,1.0928571428571429,4.2
1999-10-01,1.0885000000000000,4.1
1999-11-01,0.80650000000000000000,4.1
1999-12-01,0.91863636363636363636,4.0
2000-01-01,1.1620000000000000,4.0
2000-02-01,0.79250000000000000000,4.1
2000-03-01,0.39260869565217391304,4.0
2000-04-01,0.16894736842105263158,3.8
2000-05-01,0.44590909090909090909,4.0
2000-06-01,0.23545454545454545455,4.0
2000-07-01,-0.08850000000000000000,4.0
2000-08-01,-0.45130434782608695652,4.1
2000-09-01,-0.37600000000000000000,3.9
2000-10-01,-0.55619047619047619048,3.9
2000-11-01,-0.63904761904761904762,3.9
2000-12-01,-0.69650000000000000000,3.9
2001-01-01,-0.12428571428571428571,4.2
2001-02-01,0.09368421052631578947,4.2
2001-03-01,0.35000000000000000000,4.3
2001-04-01,1.1750000000000000,4.4
2001-05-01,1.6881818181818182,4.3
2001-06-01,1.7190476190476190,4.5
2001-07-01,1.6428571428571429,4.6
2001-08-01,1.5334782608695652,4.9
2001-09-01,2.0394117647058824,5.0
2001-10-01,2.3690909090909091,5.3
2001-11-01,2.7450000000000000,5.5
2001-12-01,3.3675000000000000,5.7
2002-01-01,3.3509523809523810,5.7
2002-02-01,3.1547368421052632,5.7
2002-03-01,3.4590000000000000,5.7
2002-04-01,3.4659090909090909,5.9
2002-05-01,3.4040909090909091,5.8
2002-06-01,3.1945000000000000,5.8
2002-07-01,2.9395454545454545,5.8
2002-08-01,2.6100000000000000,5.7
2002-09-01,2.2110000000000000,5.7
2002-10-01,2.3309090909090909,5.7
2002-11-01,2.7936842105263158,5.9
2002-12-01,2.8214285714285714,6.0
2003-01-01,2.8595238095238095,5.8
2003-02-01,2.7173684210526316,5.9
2003-03-01,2.6561904761904762,5.9
2003-04-01,2.8061904761904762,6.0
2003-05-01,2.4809523809523810,6.1
2003-06-01,2.3980952380952381,6.3
2003-07-01,3.0550000000000000,6.2
2003-08-01,3.4761904761904762,6.1
2003-09-01,3.3190476190476190,6.1
2003-10-01,3.3486363636363636,6.0
2003-11-01,3.3477777777777778,5.8
2003-12-01,3.3531818181818182,5.7
2004-01-01,3.2500000000000000,5.7
2004-02-01,3.1394736842105263,5.6
2004-03-01,2.8730434782608696,5.8
2004-04-01,3.3895238095238095,5.6
2004-05-01,3.6760000000000000,5.6
2004-06-01,3.4457142857142857,5.6
2004-07-01,3.1404761904761905,5.5
2004-08-01,2.7781818181818182,5.4
2004-09-01,2.4442857142857143,5.4
2004-10-01,2.3025000000000000,5.5
2004-11-01,2.0865000000000000,5.4
2004-12-01,2.0081818181818182,5.4
2005-01-01,1.8505000000000000,5.3
2005-02-01,1.5857894736842105,5.4
2005-03-01,1.7018181818181818,5.2
2005-04-01,1.5042857142857143,5.2
2005-05-01,1.2423809523809524,5.1
2005-06-01,0.96181818181818181818,5.0
2005-07-01,0.89000000000000000000,5.0
2005-08-01,0.74434782608695652174,4.9
2005-09-01,0.70476190476190476190,5.0
2005-10-01,0.67100000000000000000,5.0
2005-11-01,0.56050000000000000000,5.0
2005-12-01,0.49619047619047619048,4.9
2006-01-01,0.08000000000000000000,4.7
2006-02-01,0.02947368421052631579,4.8
2006-03-01,0.09608695652173913043,4.7
2006-04-01,0.26894736842105263158,4.7
2006-05-01,0.27363636363636363636,4.6
2006-06-01,0.18863636363636363636,4.6
2006-07-01,0.01100000000000000000,4.7
2006-08-01,-0.21391304347826086957,4.7
2006-09-01,-0.21100000000000000000,4.5
2006-10-01,-0.31714285714285714286,4.4
2006-11-01,-0.47809523809523809524,4.5
2006-12-01,-0.40850000000000000000,4.4
2007-01-01,-0.34571428571428571429,4.6
2007-02-01,-0.44052631578947368421,4.5
2007-03-01,-0.51545454545454545455,4.4
2007-04-01,-0.31285714285714285714,4.5
2007-05-01,-0.12136363636363636364,4.4
2007-06-01,0.36095238095238095238,4.6
2007-07-01,0.04333333333333333333,4.7
2007-08-01,0.35782608695652173913,4.6
2007-09-01,0.52736842105263157895,4.7
2007-10-01,0.52500000000000000000,4.7
2007-11-01,0.79400000000000000000,4.7
2007-12-01,1.03100000000000000000,5.0
2008-01-01,0.92428571428571428571,5.0
2008-02-01,1.5635000000000000,4.9
2008-03-01,2.2265000000000000,5.1
2008-04-01,2.3631818181818182,5.0
2008-05-01,2.1157142857142857,5.4
2008-06-01,2.2090476190476190,5.6
2008-07-01,2.3527272727272727,5.8
2008-08-01,2.1328571428571429,6.1
2008-09-01,2.5395238095238095,6.1
2008-10-01,3.1281818181818182,6.5
2008-11-01,3.3327777777777778,6.8
2008-12-01,2.3822727272727273,7.3
2009-01-01,2.3880000000000000,7.8
2009-02-01,2.5747368421052632,8.3
2009-03-01,2.6036363636363636,8.7
2009-04-01,2.7690476190476190,9.0
2009-05-01,3.1160000000000000,9.4
2009-06-01,3.5431818181818182,9.5
2009-07-01,3.3786363636363636,9.5
2009-08-01,3.4152380952380952,9.6
2009-09-01,3.2785714285714286,9.8
2009-10-01,3.3133333333333333,10.0
2009-11-01,3.3505263157894737,9.9
2009-12-01,3.5354545454545455,9.9
2010-01-01,3.6715789473684211,9.8
2010-02-01,3.5821052631578947,9.8
2010-03-01,3.5769565217391304,9.9
2010-04-01,3.6845454545454545,9.9
2010-05-01,3.2600000000000000,9.6
2010-06-01,3.0804545454545455,9.4
2010-07-01,2.8538095238095238,9.4
2010-08-01,2.5436363636363636,9.5
2010-09-01,2.4957142857142857,9.5
2010-10-01,2.4055000000000000,9.4
2010-11-01,2.6200000000000000,9.8
2010-12-01,3.1500000000000000,9.3
2011-01-01,3.2420000000000000,9.1
2011-02-01,3.4442105263157895,9.0
2011-03-01,3.3139130434782609,9.0
2011-04-01,3.3965000000000000,9.1
2011-05-01,3.1276190476190476,9.0
2011-06-01,2.9650000000000000,9.1
2011-07-01,2.9655000000000000,9.0
2011-08-01,2.2786956521739130,9.0
2011-09-01,1.9614285714285714,9.0
2011-10-01,2.1330000000000000,8.8
2011-11-01,1.9995000000000000,8.6
2011-12-01,1.9666666666666667,8.5
2012-01-01,1.9320000000000000,8.3
2012-02-01,1.8755000000000000,8.3
2012-03-01,2.0886363636363636,8.2
2012-04-01,1.9690476190476190,8.2
2012-05-01,1.7136363636363636,8.2
2012-06-01,1.5309523809523810,8.2
2012-07-01,1.4295238095238095,8.2
2012-08-01,1.5756521739130435,8.1
2012-09-01,1.6178947368421053,7.8
2012-10-01,1.6414285714285714,7.8
2012-11-01,1.5605000000000000,7.7
2012-12-01,1.6490000000000000,7.9
2013-01-01,1.8404761904761905,8.0
2013-02-01,1.8852631578947368,7.7
2013-03-01,1.8705000000000000,7.5
2013-04-01,1.6990909090909091,7.6
2013-05-01,1.8840909090909091,7.5
2013-06-01,2.2495000000000000,7.5
2013-07-01,2.5468181818181818,7.3
2013-08-01,2.6936363636363636,7.2
2013-09-01,2.7935000000000000,7.2
2013-10-01,2.5686363636363636,7.2
2013-11-01,2.6505263157894737,6.9
2013-12-01,2.8352380952380952,6.7
2014-01-01,2.8147619047619048,6.6
2014-02-01,2.6568421052631579,6.7
2014-03-01,2.6709523809523810,6.7
2014-04-01,2.6742857142857143,6.2
2014-05-01,2.5266666666666667,6.3
2014-06-01,2.5628571428571429,6.1
2014-07-01,2.5159090909090909,6.2
2014-08-01,2.3871428571428571,6.1
2014-09-01,2.5142857142857143,5.9
2014-10-01,2.2872727272727273,5.7
2014-11-01,2.3038888888888889,5.8
2014-12-01,2.1781818181818182,5.6
2015-01-01,1.8540000000000000,5.7
2015-02-01,1.9573684210526316,5.5
2015-03-01,2.0150000000000000,5.4
2015-04-01,1.9118181818181818,5.4
2015-05-01,2.1810000000000000,5.6
2015-06-01,2.3486363636363636,5.3
2015-07-01,2.2922727272727273,5.2
2015-08-01,2.0952380952380952,5.1
2015-09-01,2.1485714285714286,5.0
2015-10-01,2.0533333333333333,5.0
2015-11-01,2.1368421052631579,5.1
2015-12-01,2.0140909090909091,5.0
2016-01-01,1.8278947368421053,4.8
2016-02-01,1.4650000000000000,4.9
2016-03-01,1.5918181818181818,5.0
2016-04-01,1.5771428571428571,5.1
2016-05-01,1.5295238095238095,4.8
2016-06-01,1.3713636363636364,4.9
2016-07-01,1.2030000000000000,4.8
2016-08-01,1.2569565217391304,4.9
2016-09-01,1.3361904761904762,5.0
2016-10-01,1.4330000000000000,4.9
2016-11-01,1.6895000000000000,4.7
2016-12-01,1.9800000000000000,4.7
2017-01-01,1.9135000000000000,4.7
2017-02-01,1.8926315789473684,4.6
2017-03-01,1.7339130434782609,4.4
2017-04-01,1.4889473684210526,4.4
2017-05-01,1.4004545454545455,4.4
2017-06-01,1.1877272727272727,4.3
2017-07-01,1.2315000000000000,4.3
2017-08-01,1.1769565217391304,4.4
2017-09-01,1.1555000000000000,4.3
2017-10-01,1.2666666666666667,4.2
2017-11-01,1.1028571428571429,4.2
2017-12-01,1.0610000000000000,4.1
2018-01-01,1.1514285714285714,4.0
2018-02-01,1.2710526315789474,4.1
2018-03-01,1.1157142857142857,4.0
2018-04-01,1.0809523809523810,4.0
2018-05-01,1.0781818181818182,3.8
2018-06-01,0.97714285714285714286,4.0
2018-07-01,0.89428571428571428571,3.8
2018-08-01,0.81652173913043478261,3.8
2018-09-01,0.83894736842105263158,3.7
2018-10-01,0.85909090909090909091,3.8
2018-11-01,0.74300000000000000000,3.8
2018-12-01,0.42052631578947368421,3.9
2019-01-01,0.29000000000000000000,4.0
2019-02-01,0.23842105263157894737,3.8
2019-03-01,0.11714285714285714286,3.8
2019-04-01,0.09952380952380952381,3.6
2019-05-01,-0.00818181818181818182,3.6
2019-06-01,-0.14550000000000000000,3.6
2019-07-01,-0.08590909090909090909,3.7
2019-08-01,-0.36409090909090909091,3.7
2019-09-01,-0.23500000000000000000,3.5
2019-10-01,0.02818181818181818182,3.6
2019-11-01,0.24000000000000000000,3.6
2019-12-01,0.29761904761904761905,3.6
2020-01-01,0.20523809523809523810,3.5
2020-02-01,-0.04052631578947368421,3.5
2020-03-01,0.57454545454545454545,4.4
2020-04-01,0.51952380952380952381,14.7
2020-05-01,0.54650000000000000000,13.2
2020-06-01,0.56909090909090909091,11.0
2020-07-01,0.49681818181818181818,10.2
2020-08-01,0.54571428571428571429,8.4
2020-09-01,0.57095238095238095238,7.9
2020-10-01,0.68666666666666666667,6.9
2020-11-01,0.77894736842105263158,6.7
2020-12-01,0.84636363636363636364,6.7
2021-01-01,0.99736842105263157895,6.4
2021-02-01,1.2152631578947368,6.2
2021-03-01,1.5795652173913043,6.0
2021-04-01,1.6140909090909091,6.0
2021-05-01,1.6030000000000000,5.8
2021-06-01,1.4831818181818182,5.9
2021-07-01,1.2661904761904762,5.4
2021-08-01,1.2286363636363636,5.2
2021-09-01,1.3328571428571429,4.7
2021-10-01,1.5305000000000000,4.6
2021-11-01,1.5080000000000000,4.2
2021-12-01,1.4063636363636364,3.9
2022-01-01,1.6185000000000000,4.0
2022-02-01,1.6194736842105263,3.8
2022-03-01,1.6804347826086957,3.6
2022-04-01,1.9840000000000000,3.6
2022-05-01,1.9052380952380952,3.6
2022-06-01,1.6047619047619048,3.6
2022-07-01,0.59800000000000000000,3.5
2022-08-01,0.17608695652173913043,3.7
2022-09-01,0.29714285714285714286,3.5
2022-10-01,0.11100000000000000000,.
