"state","year","month","births","time"
"minnesota","1934","dec",3650,1934-12-01
"mississippi","1934","dec",3888,1934-12-01
"missouri","1934","dec",5128,1934-12-01
"montana","1934","dec",770,1934-12-01
"nebraskaa","1934","dec",2146,1934-12-01
"nevada","1934","dec",125,1934-12-01
"new hampshire","1934","dec",636,1934-12-01
"new jersey","1934","dec",4605,1934-12-01
"new mexico","1934","dec",1061,1934-12-01
"new york","1934","dec",15055,1934-12-01
"north carolina","1934","dec",6054,1934-12-01
"north dakota","1934","dec",1099,1934-12-01
"ohio","1934","dec",8305,1934-12-01
"oklahoma","1934","dec",4113,1934-12-01
"oregon","1934","dec",1106,1934-12-01
"pennsylvania","1934","dec",13347,1934-12-01
"rhode island","1934","dec",872,1934-12-01
"south carolina","1934","dec",3521,1934-12-01
"south dakota","1934","dec",1032,1934-12-01
"tennessee","1934","dec",3974,1934-12-01
"texas","1934","dec",10280,1934-12-01
"utah","1934","dec",998,1934-12-01
"vermont","1934","dec",479,1934-12-01
"virginia","1934","dec",4006,1934-12-01
"washington","1934","dec",1845,1934-12-01
"west virginia","1934","dec",3215,1934-12-01
"wisconsin","1934","dec",4035,1934-12-01
"wyoming","1934","dec",385,1934-12-01
"alabama","1935","jan",5332,1935-01-01
"alaska","1935","jan",NA,1935-01-01
"arizona","1935","jan",864,1935-01-01
"arkansas","1935","jan",3201,1935-01-01
"california","1935","jan",6565,1935-01-01
"colorado","1935","jan",1653,1935-01-01
"connecticut","1935","jan",1894,1935-01-01
"delaware","1935","jan",359,1935-01-01
"district of columbia","1935","jan",928,1935-01-01
"florida","1935","jan",2682,1935-01-01
"georgia","1935","jan",5482,1935-01-01
"hawaii","1935","jan",NA,1935-01-01
"idaho","1935","jan",760,1935-01-01
"illinois","1935","jan",9533,1935-01-01
"indiana","1935","jan",4553,1935-01-01
"iowa","1935","jan",3477,1935-01-01
"kansas","1935","jan",2861,1935-01-01
"kentucky","1935","jan",5178,1935-01-01
"louisiana","1935","jan",3955,1935-01-01
"maine","1935","jan",1314,1935-01-01
"maryland","1935","jan",2410,1935-01-01
"massachusetts","1935","jan",5275,1935-01-01
"michigan","1935","jan",7261,1935-01-01
"minnesota","1935","jan",3868,1935-01-01
"mississippi","1935","jan",4188,1935-01-01
"missouri","1935","jan",5225,1935-01-01
"montana","1935","jan",819,1935-01-01
"nebraskaa","1935","jan",2089,1935-01-01
"nevada","1935","jan",120,1935-01-01
"new hampshire","1935","jan",711,1935-01-01
"new jersey","1935","jan",4564,1935-01-01
"new mexico","1935","jan",1156,1935-01-01
"new york","1935","jan",15731,1935-01-01
"north carolina","1935","jan",6715,1935-01-01
"north dakota","1935","jan",1136,1935-01-01
"ohio","1935","jan",8679,1935-01-01
"oklahoma","1935","jan",4077,1935-01-01
"oregon","1935","jan",1153,1935-01-01
"pennsylvania","1935","jan",13619,1935-01-01
"rhode island","1935","jan",893,1935-01-01
"south carolina","1935","jan",3469,1935-01-01
"south dakota","1935","jan",1077,1935-01-01
"tennessee","1935","jan",4465,1935-01-01
"texas","1935","jan",10601,1935-01-01
"utah","1935","jan",1067,1935-01-01
"vermont","1935","jan",532,1935-01-01
"virginia","1935","jan",4349,1935-01-01
"washington","1935","jan",1943,1935-01-01
"west virginia","1935","jan",3650,1935-01-01
"wisconsin","1935","jan",4268,1935-01-01
"wyoming","1935","jan",350,1935-01-01
"alabama","1935","feb",5066,1935-02-01
"alaska","1935","feb",NA,1935-02-01
"arizona","1935","feb",651,1935-02-01
"arkansas","1935","feb",2944,1935-02-01
"california","1935","feb",5873,1935-02-01
"colorado","1935","feb",1507,1935-02-01
"connecticut","1935","feb",1801,1935-02-01
"delaware","1935","feb",322,1935-02-01
"district of columbia","1935","feb",830,1935-02-01
"florida","1935","feb",2433,1935-02-01
"georgia","1935","feb",5040,1935-02-01
"hawaii","1935","feb",NA,1935-02-01
"idaho","1935","feb",722,1935-02-01
"illinois","1935","feb",8833,1935-02-01
"indiana","1935","feb",4064,1935-02-01
"iowa","1935","feb",3180,1935-02-01
"kansas","1935","feb",2428,1935-02-01
"kentucky","1935","feb",4905,1935-02-01
"louisiana","1935","feb",3423,1935-02-01
"maine","1935","feb",1280,1935-02-01
"maryland","1935","feb",2204,1935-02-01
"massachusetts","1935","feb",5037,1935-02-01
"michigan","1935","feb",7061,1935-02-01
"minnesota","1935","feb",3530,1935-02-01
"mississippi","1935","feb",3918,1935-02-01
"missouri","1935","feb",4730,1935-02-01
"montana","1935","feb",768,1935-02-01
"nebraskaa","1935","feb",1902,1935-02-01
"nevada","1935","feb",109,1935-02-01
"new hampshire","1935","feb",614,1935-02-01
"new jersey","1935","feb",4219,1935-02-01
"new mexico","1935","feb",1034,1935-02-01
"new york","1935","feb",14362,1935-02-01
"north carolina","1935","feb",6259,1935-02-01
"north dakota","1935","feb",1054,1935-02-01
"ohio","1935","feb",7883,1935-02-01
"oklahoma","1935","feb",3636,1935-02-01
"oregon","1935","feb",1023,1935-02-01
"pennsylvania","1935","feb",12689,1935-02-01
"rhode island","1935","feb",803,1935-02-01
"south carolina","1935","feb",3143,1935-02-01
"south dakota","1935","feb",961,1935-02-01
"tennessee","1935","feb",4325,1935-02-01
"texas","1935","feb",9361,1935-02-01
"utah","1935","feb",924,1935-02-01
"vermont","1935","feb",522,1935-02-01
"virginia","1935","feb",4265,1935-02-01
"washington","1935","feb",1611,1935-02-01
"west virginia","1935","feb",3473,1935-02-01
"wisconsin","1935","feb",4016,1935-02-01
"wyoming","1935","feb",320,1935-02-01
"alabama","1935","mar",5576,1935-03-01
"alaska","1935","mar",NA,1935-03-01
"arizona","1935","mar",762,1935-03-01
"arkansas","1935","mar",3000,1935-03-01
"california","1935","mar",6644,1935-03-01
"colorado","1935","mar",1631,1935-03-01
"connecticut","1935","mar",1984,1935-03-01
"delaware","1935","mar",338,1935-03-01
"district of columbia","1935","mar",934,1935-03-01
"florida","1935","mar",2358,1935-03-01
"georgia","1935","mar",5538,1935-03-01
"hawaii","1935","mar",NA,1935-03-01
"idaho","1935","mar",799,1935-03-01
"illinois","1935","mar",9301,1935-03-01
"indiana","1935","mar",4458,1935-03-01
"iowa","1935","mar",3314,1935-03-01
"kansas","1935","mar",2557,1935-03-01
"kentucky","1935","mar",5188,1935-03-01
"louisiana","1935","mar",3452,1935-03-01
"maine","1935","mar",1369,1935-03-01
"maryland","1935","mar",2324,1935-03-01
"massachusetts","1935","mar",5475,1935-03-01
"michigan","1935","mar",7603,1935-03-01
"minnesota","1935","mar",4063,1935-03-01
"mississippi","1935","mar",4141,1935-03-01
"missouri","1935","mar",4582,1935-03-01
"montana","1935","mar",861,1935-03-01
"nebraskaa","1935","mar",1953,1935-03-01
"nevada","1935","mar",123,1935-03-01
"new hampshire","1935","mar",687,1935-03-01
"new jersey","1935","mar",4688,1935-03-01
"new mexico","1935","mar",1100,1935-03-01
"new york","1935","mar",16058,1935-03-01
"north carolina","1935","mar",6792,1935-03-01
"north dakota","1935","mar",1191,1935-03-01
"ohio","1935","mar",8673,1935-03-01
"oklahoma","1935","mar",3569,1935-03-01
"oregon","1935","mar",1147,1935-03-01
"pennsylvania","1935","mar",14136,1935-03-01
"rhode island","1935","mar",891,1935-03-01
"south carolina","1935","mar",3384,1935-03-01
"south dakota","1935","mar",1094,1935-03-01
"tennessee","1935","mar",4720,1935-03-01
"texas","1935","mar",9665,1935-03-01
"utah","1935","mar",1182,1935-03-01
"vermont","1935","mar",586,1935-03-01
"virginia","1935","mar",4712,1935-03-01
"washington","1935","mar",2002,1935-03-01
"west virginia","1935","mar",3799,1935-03-01
"wisconsin","1935","mar",4572,1935-03-01
"wyoming","1935","mar",399,1935-03-01
"alabama","1935","apr",5245,1935-04-01
"alaska","1935","apr",NA,1935-04-01
"arizona","1935","apr",765,1935-04-01
"arkansas","1935","apr",2708,1935-04-01
"california","1935","apr",6531,1935-04-01
"colorado","1935","apr",1619,1935-04-01
"connecticut","1935","apr",1780,1935-04-01
"delaware","1935","apr",317,1935-04-01
"district of columbia","1935","apr",779,1935-04-01
"florida","1935","apr",2019,1935-04-01
"georgia","1935","apr",5238,1935-04-01
"hawaii","1935","apr",NA,1935-04-01
"idaho","1935","apr",790,1935-04-01
"illinois","1935","apr",8370,1935-04-01
"indiana","1935","apr",3895,1935-04-01
"iowa","1935","apr",3021,1935-04-01
"kansas","1935","apr",2104,1935-04-01
"kentucky","1935","apr",4712,1935-04-01
"louisiana","1935","apr",2919,1935-04-01
"maine","1935","apr",1415,1935-04-01
"maryland","1935","apr",2131,1935-04-01
"massachusetts","1935","apr",5247,1935-04-01
"michigan","1935","apr",7403,1935-04-01
"minnesota","1935","apr",3773,1935-04-01
"mississippi","1935","apr",3871,1935-04-01
"missouri","1935","apr",4037,1935-04-01
"montana","1935","apr",838,1935-04-01
"nebraskaa","1935","apr",1720,1935-04-01
"nevada","1935","apr",105,1935-04-01
"new hampshire","1935","apr",630,1935-04-01
"new jersey","1935","apr",4345,1935-04-01
"new mexico","1935","apr",1118,1935-04-01
"new york","1935","apr",15379,1935-04-01
"north carolina","1935","apr",6580,1935-04-01
"north dakota","1935","apr",1179,1935-04-01
"ohio","1935","apr",7977,1935-04-01
"oklahoma","1935","apr",3179,1935-04-01
"oregon","1935","apr",1110,1935-04-01
"pennsylvania","1935","apr",13110,1935-04-01
"rhode island","1935","apr",847,1935-04-01
"south carolina","1935","apr",3441,1935-04-01
"south dakota","1935","apr",1038,1935-04-01
"tennessee","1935","apr",4404,1935-04-01
"texas","1935","apr",8640,1935-04-01
"utah","1935","apr",1026,1935-04-01
"vermont","1935","apr",585,1935-04-01
"virginia","1935","apr",4206,1935-04-01
"washington","1935","apr",1867,1935-04-01
"west virginia","1935","apr",3357,1935-04-01
"wisconsin","1935","apr",4442,1935-04-01
"wyoming","1935","apr",365,1935-04-01
"alabama","1935","may",4788,1935-05-01
"alaska","1935","may",NA,1935-05-01
"arizona","1935","may",651,1935-05-01
"arkansas","1935","may",2628,1935-05-01
"california","1935","may",6518,1935-05-01
"colorado","1935","may",1576,1935-05-01
"connecticut","1935","may",1892,1935-05-01
"delaware","1935","may",336,1935-05-01
"district of columbia","1935","may",874,1935-05-01
"florida","1935","may",1986,1935-05-01
"georgia","1935","may",5009,1935-05-01
"hawaii","1935","may",NA,1935-05-01
"idaho","1935","may",818,1935-05-01
"illinois","1935","may",8334,1935-05-01
"indiana","1935","may",3940,1935-05-01
"iowa","1935","may",3192,1935-05-01
"kansas","1935","may",2221,1935-05-01
"kentucky","1935","may",4674,1935-05-01
"louisiana","1935","may",2758,1935-05-01
"maine","1935","may",1486,1935-05-01
"maryland","1935","may",2211,1935-05-01
"massachusetts","1935","may",5525,1935-05-01
"michigan","1935","may",7649,1935-05-01
"minnesota","1935","may",3871,1935-05-01
"mississippi","1935","may",3508,1935-05-01
"missouri","1935","may",3995,1935-05-01
"montana","1935","may",812,1935-05-01
"nebraskaa","1935","may",1801,1935-05-01
"nevada","1935","may",144,1935-05-01
"new hampshire","1935","may",711,1935-05-01
"new jersey","1935","may",4676,1935-05-01
"new mexico","1935","may",1241,1935-05-01
"new york","1935","may",16187,1935-05-01
"north carolina","1935","may",6860,1935-05-01
"north dakota","1935","may",1169,1935-05-01
"ohio","1935","may",8205,1935-05-01
"oklahoma","1935","may",3194,1935-05-01
"oregon","1935","may",1172,1935-05-01
"pennsylvania","1935","may",13417,1935-05-01
"rhode island","1935","may",889,1935-05-01
"south carolina","1935","may",3433,1935-05-01
"south dakota","1935","may",1099,1935-05-01
"tennessee","1935","may",4562,1935-05-01
"texas","1935","may",8274,1935-05-01
"utah","1935","may",1086,1935-05-01
"vermont","1935","may",599,1935-05-01
"virginia","1935","may",4370,1935-05-01
"washington","1935","may",1964,1935-05-01
"west virginia","1935","may",3497,1935-05-01
"wisconsin","1935","may",4514,1935-05-01
"wyoming","1935","may",389,1935-05-01
"alabama","1935","jun",5013,1935-06-01
"alaska","1935","jun",NA,1935-06-01
"arizona","1935","jun",745,1935-06-01
"arkansas","1935","jun",2778,1935-06-01
"california","1935","jun",6670,1935-06-01
"colorado","1935","jun",1618,1935-06-01
"connecticut","1935","jun",1931,1935-06-01
"delaware","1935","jun",354,1935-06-01
"district of columbia","1935","jun",863,1935-06-01
"florida","1935","jun",1917,1935-06-01
"georgia","1935","jun",5037,1935-06-01
"hawaii","1935","jun",NA,1935-06-01
"idaho","1935","jun",875,1935-06-01
"illinois","1935","jun",9457,1935-06-01
"indiana","1935","jun",4484,1935-06-01
"iowa","1935","jun",3539,1935-06-01
"kansas","1935","jun",2473,1935-06-01
"kentucky","1935","jun",4748,1935-06-01
"louisiana","1935","jun",3159,1935-06-01
"maine","1935","jun",1304,1935-06-01
"maryland","1935","jun",2263,1935-06-01
"massachusetts","1935","jun",5439,1935-06-01
"michigan","1935","jun",7521,1935-06-01
"minnesota","1935","jun",3929,1935-06-01
"mississippi","1935","jun",3811,1935-06-01
"missouri","1935","jun",4733,1935-06-01
"montana","1935","jun",858,1935-06-01
"nebraskaa","1935","jun",1940,1935-06-01
"nevada","1935","jun",119,1935-06-01
"new hampshire","1935","jun",700,1935-06-01
"new jersey","1935","jun",4630,1935-06-01
"new mexico","1935","jun",1129,1935-06-01
"new york","1935","jun",15776,1935-06-01
"north carolina","1935","jun",6484,1935-06-01
"north dakota","1935","jun",1212,1935-06-01
"ohio","1935","jun",8735,1935-06-01
"oklahoma","1935","jun",3274,1935-06-01
"oregon","1935","jun",1094,1935-06-01
"pennsylvania","1935","jun",13648,1935-06-01
"rhode island","1935","jun",883,1935-06-01
"south carolina","1935","jun",3182,1935-06-01
"south dakota","1935","jun",1123,1935-06-01
"tennessee","1935","jun",4486,1935-06-01
"texas","1935","jun",8550,1935-06-01
"utah","1935","jun",1062,1935-06-01
"vermont","1935","jun",574,1935-06-01
"virginia","1935","jun",4253,1935-06-01
"washington","1935","jun",1938,1935-06-01
"west virginia","1935","jun",3569,1935-06-01
"wisconsin","1935","jun",4564,1935-06-01
"wyoming","1935","jun",342,1935-06-01
"alabama","1935","july",5223,1935-07-01
"alaska","1935","july",NA,1935-07-01
"arizona","1935","july",891,1935-07-01
"arkansas","1935","july",3359,1935-07-01
"california","1935","july",7055,1935-07-01
"colorado","1935","july",1635,1935-07-01
"connecticut","1935","july",1954,1935-07-01
"delaware","1935","july",388,1935-07-01
"district of columbia","1935","july",969,1935-07-01
"florida","1935","july",2160,1935-07-01
"georgia","1935","july",5362,1935-07-01
"hawaii","1935","july",NA,1935-07-01
"idaho","1935","july",866,1935-07-01
"illinois","1935","july",10706,1935-07-01
"indiana","1935","july",4859,1935-07-01
"iowa","1935","july",3863,1935-07-01
"kansas","1935","july",2855,1935-07-01
"kentucky","1935","july",4843,1935-07-01
"louisiana","1935","july",3764,1935-07-01
"maine","1935","july",1313,1935-07-01
"maryland","1935","july",2398,1935-07-01
"massachusetts","1935","july",5571,1935-07-01
"michigan","1935","july",7910,1935-07-01
"minnesota","1935","july",4240,1935-07-01
"mississippi","1935","july",4370,1935-07-01
"missouri","1935","july",5441,1935-07-01
"montana","1935","july",851,1935-07-01
"nebraskaa","1935","july",2160,1935-07-01
"nevada","1935","july",141,1935-07-01
"new hampshire","1935","july",671,1935-07-01
"new jersey","1935","july",5014,1935-07-01
"new mexico","1935","july",1268,1935-07-01
"new york","1935","july",16270,1935-07-01
"north carolina","1935","july",6680,1935-07-01
"north dakota","1935","july",1206,1935-07-01
"ohio","1935","july",8966,1935-07-01
"oklahoma","1935","july",3844,1935-07-01
"oregon","1935","july",1172,1935-07-01
"pennsylvania","1935","july",14265,1935-07-01
"rhode island","1935","july",902,1935-07-01
"south carolina","1935","july",3537,1935-07-01
"south dakota","1935","july",1194,1935-07-01
"tennessee","1935","july",4734,1935-07-01
"texas","1935","july",10047,1935-07-01
"utah","1935","july",1052,1935-07-01
"vermont","1935","july",605,1935-07-01
"virginia","1935","july",4423,1935-07-01
"washington","1935","july",2054,1935-07-01
"west virginia","1935","july",3581,1935-07-01
"wisconsin","1935","july",4856,1935-07-01
"wyoming","1935","july",400,1935-07-01
"alabama","1935","aug",5565,1935-08-01
"alaska","1935","aug",NA,1935-08-01
"arizona","1935","aug",811,1935-08-01
"arkansas","1935","aug",3477,1935-08-01
"california","1935","aug",7285,1935-08-01
"colorado","1935","aug",1618,1935-08-01
"connecticut","1935","aug",1988,1935-08-01
"delaware","1935","aug",350,1935-08-01
"district of columbia","1935","aug",1039,1935-08-01
"florida","1935","aug",2395,1935-08-01
"georgia","1935","aug",5673,1935-08-01
"hawaii","1935","aug",NA,1935-08-01
"idaho","1935","aug",875,1935-08-01
"illinois","1935","aug",10257,1935-08-01
"indiana","1935","aug",4905,1935-08-01
"iowa","1935","aug",3818,1935-08-01
"kansas","1935","aug",2841,1935-08-01
"kentucky","1935","aug",4904,1935-08-01
"louisiana","1935","aug",3929,1935-08-01
"maine","1935","aug",1423,1935-08-01
"maryland","1935","aug",2334,1935-08-01
"massachusetts","1935","aug",5499,1935-08-01
"michigan","1935","aug",7461,1935-08-01
"minnesota","1935","aug",4026,1935-08-01
"mississippi","1935","aug",4449,1935-08-01
"missouri","1935","aug",5417,1935-08-01
"montana","1935","aug",885,1935-08-01
"nebraskaa","1935","aug",2052,1935-08-01
"nevada","1935","aug",130,1935-08-01
"new hampshire","1935","aug",661,1935-08-01
"new jersey","1935","aug",4783,1935-08-01
"new mexico","1935","aug",1168,1935-08-01
"new york","1935","aug",15807,1935-08-01
"north carolina","1935","aug",7098,1935-08-01
"north dakota","1935","aug",1245,1935-08-01
"ohio","1935","aug",9023,1935-08-01
