"state","year","month","births","time"
"vermont","1952","apr",792,1952-04-01
"virginia","1952","apr",6864,1952-04-01
"washington","1952","apr",5000,1952-04-01
"west virginia","1952","apr",3914,1952-04-01
"wisconsin","1952","apr",7462,1952-04-01
"wyoming","1952","apr",598,1952-04-01
"alabama","1952","may",5866,1952-05-01
"alaska","1952","may",NA,1952-05-01
"arizona","1952","may",1806,1952-05-01
"arkansas","1952","may",2710,1952-05-01
"california","1952","may",22954,1952-05-01
"colorado","1952","may",3058,1952-05-01
"connecticut","1952","may",3952,1952-05-01
"delaware","1952","may",692,1952-05-01
"district of columbia","1952","may",1492,1952-05-01
"florida","1952","may",4852,1952-05-01
"georgia","1952","may",7154,1952-05-01
"hawaii","1952","may",NA,1952-05-01
"idaho","1952","may",1516,1952-05-01
"illinois","1952","may",16340,1952-05-01
"indiana","1952","may",8302,1952-05-01
"iowa","1952","may",5136,1952-05-01
"kansas","1952","may",3626,1952-05-01
"kentucky","1952","may",5628,1952-05-01
"louisiana","1952","may",4700,1952-05-01
"maine","1952","may",1846,1952-05-01
"maryland","1952","may",4770,1952-05-01
"massachusetts","1952","may",8874,1952-05-01
"michigan","1952","may",15162,1952-05-01
"minnesota","1952","may",6638,1952-05-01
"mississippi","1952","may",4360,1952-05-01
"missouri","1952","may",6486,1952-05-01
"montana","1952","may",1370,1952-05-01
"nebraskaa","1952","may",2670,1952-05-01
"nevada","1952","may",358,1952-05-01
"new hampshire","1952","may",1024,1952-05-01
"new jersey","1952","may",8880,1952-05-01
"new mexico","1952","may",2002,1952-05-01
"new york","1952","may",27152,1952-05-01
"north carolina","1952","may",8286,1952-05-01
"north dakota","1952","may",1500,1952-05-01
"ohio","1952","may",17084,1952-05-01
"oklahoma","1952","may",3430,1952-05-01
"oregon","1952","may",3408,1952-05-01
"pennsylvania","1952","may",19528,1952-05-01
"rhode island","1952","may",1438,1952-05-01
"south carolina","1952","may",4714,1952-05-01
"south dakota","1952","may",1464,1952-05-01
"tennessee","1952","may",6024,1952-05-01
"texas","1952","may",15180,1952-05-01
"utah","1952","may",2026,1952-05-01
"vermont","1952","may",810,1952-05-01
"virginia","1952","may",7076,1952-05-01
"washington","1952","may",5156,1952-05-01
"west virginia","1952","may",3948,1952-05-01
"wisconsin","1952","may",7280,1952-05-01
"wyoming","1952","may",638,1952-05-01
"alabama","1952","jun",6328,1952-06-01
"alaska","1952","jun",NA,1952-06-01
"arizona","1952","jun",1960,1952-06-01
"arkansas","1952","jun",3434,1952-06-01
"california","1952","jun",22546,1952-06-01
"colorado","1952","jun",3110,1952-06-01
"connecticut","1952","jun",3804,1952-06-01
"delaware","1952","jun",766,1952-06-01
"district of columbia","1952","jun",1682,1952-06-01
"florida","1952","jun",4906,1952-06-01
"georgia","1952","jun",7584,1952-06-01
"hawaii","1952","jun",NA,1952-06-01
"idaho","1952","jun",1402,1952-06-01
"illinois","1952","jun",17022,1952-06-01
"indiana","1952","jun",8660,1952-06-01
"iowa","1952","jun",5290,1952-06-01
"kansas","1952","jun",4072,1952-06-01
"kentucky","1952","jun",6102,1952-06-01
"louisiana","1952","jun",5522,1952-06-01
"maine","1952","jun",1746,1952-06-01
"maryland","1952","jun",5268,1952-06-01
"massachusetts","1952","jun",8988,1952-06-01
"michigan","1952","jun",15088,1952-06-01
"minnesota","1952","jun",6588,1952-06-01
"mississippi","1952","jun",4914,1952-06-01
"missouri","1952","jun",6954,1952-06-01
"montana","1952","jun",1370,1952-06-01
"nebraskaa","1952","jun",2720,1952-06-01
"nevada","1952","jun",362,1952-06-01
"new hampshire","1952","jun",1022,1952-06-01
"new jersey","1952","jun",8990,1952-06-01
"new mexico","1952","jun",2078,1952-06-01
"new york","1952","jun",27374,1952-06-01
"north carolina","1952","jun",9176,1952-06-01
"north dakota","1952","jun",1506,1952-06-01
"ohio","1952","jun",17548,1952-06-01
"oklahoma","1952","jun",3762,1952-06-01
"oregon","1952","jun",3346,1952-06-01
"pennsylvania","1952","jun",19598,1952-06-01
"rhode island","1952","jun",1438,1952-06-01
"south carolina","1952","jun",4998,1952-06-01
"south dakota","1952","jun",1572,1952-06-01
"tennessee","1952","jun",6730,1952-06-01
"texas","1952","jun",16254,1952-06-01
"utah","1952","jun",1952,1952-06-01
"vermont","1952","jun",790,1952-06-01
"virginia","1952","jun",7564,1952-06-01
"washington","1952","jun",5158,1952-06-01
"west virginia","1952","jun",4132,1952-06-01
"wisconsin","1952","jun",7462,1952-06-01
"wyoming","1952","jun",702,1952-06-01
"alabama","1952","july",7562,1952-07-01
"alaska","1952","july",NA,1952-07-01
"arizona","1952","july",2210,1952-07-01
"arkansas","1952","july",4168,1952-07-01
"california","1952","july",25322,1952-07-01
"colorado","1952","july",3368,1952-07-01
"connecticut","1952","july",4128,1952-07-01
"delaware","1952","july",780,1952-07-01
"district of columbia","1952","july",1928,1952-07-01
"florida","1952","july",6368,1952-07-01
"georgia","1952","july",8682,1952-07-01
"hawaii","1952","july",NA,1952-07-01
"idaho","1952","july",1510,1952-07-01
"illinois","1952","july",18208,1952-07-01
"indiana","1952","july",9488,1952-07-01
"iowa","1952","july",5744,1952-07-01
"kansas","1952","july",4532,1952-07-01
"kentucky","1952","july",6462,1952-07-01
"louisiana","1952","july",7370,1952-07-01
"maine","1952","july",1968,1952-07-01
"maryland","1952","july",5684,1952-07-01
"massachusetts","1952","july",9500,1952-07-01
"michigan","1952","july",15596,1952-07-01
"minnesota","1952","july",7138,1952-07-01
"mississippi","1952","july",5900,1952-07-01
"missouri","1952","july",8340,1952-07-01
"montana","1952","july",1494,1952-07-01
"nebraskaa","1952","july",3030,1952-07-01
"nevada","1952","july",412,1952-07-01
"new hampshire","1952","july",1068,1952-07-01
"new jersey","1952","july",9860,1952-07-01
"new mexico","1952","july",2152,1952-07-01
"new york","1952","july",29050,1952-07-01
"north carolina","1952","july",10006,1952-07-01
"north dakota","1952","july",1618,1952-07-01
"ohio","1952","july",18492,1952-07-01
"oklahoma","1952","july",4768,1952-07-01
"oregon","1952","july",3558,1952-07-01
"pennsylvania","1952","july",21552,1952-07-01
"rhode island","1952","july",1456,1952-07-01
"south carolina","1952","july",5636,1952-07-01
"south dakota","1952","july",1704,1952-07-01
"tennessee","1952","july",7408,1952-07-01
"texas","1952","july",20542,1952-07-01
"utah","1952","july",2164,1952-07-01
"vermont","1952","july",744,1952-07-01
"virginia","1952","july",8158,1952-07-01
"washington","1952","july",5440,1952-07-01
"west virginia","1952","july",4462,1952-07-01
"wisconsin","1952","july",7992,1952-07-01
"wyoming","1952","july",730,1952-07-01
"alabama","1952","aug",7844,1952-08-01
"alaska","1952","aug",NA,1952-08-01
"arizona","1952","aug",2328,1952-08-01
"arkansas","1952","aug",4200,1952-08-01
"california","1952","aug",25680,1952-08-01
"colorado","1952","aug",3334,1952-08-01
"connecticut","1952","aug",4070,1952-08-01
"delaware","1952","aug",752,1952-08-01
"district of columbia","1952","aug",1920,1952-08-01
"florida","1952","aug",7112,1952-08-01
"georgia","1952","aug",8778,1952-08-01
"hawaii","1952","aug",NA,1952-08-01
"idaho","1952","aug",1446,1952-08-01
"illinois","1952","aug",18406,1952-08-01
"indiana","1952","aug",9706,1952-08-01
"iowa","1952","aug",5816,1952-08-01
"kansas","1952","aug",4734,1952-08-01
"kentucky","1952","aug",6902,1952-08-01
"louisiana","1952","aug",8104,1952-08-01
"maine","1952","aug",1996,1952-08-01
"maryland","1952","aug",5546,1952-08-01
"massachusetts","1952","aug",9290,1952-08-01
"michigan","1952","aug",15872,1952-08-01
"minnesota","1952","aug",7104,1952-08-01
"mississippi","1952","aug",6058,1952-08-01
"missouri","1952","aug",8558,1952-08-01
"montana","1952","aug",1436,1952-08-01
"nebraskaa","1952","aug",3140,1952-08-01
"nevada","1952","aug",436,1952-08-01
"new hampshire","1952","aug",1104,1952-08-01
"new jersey","1952","aug",9584,1952-08-01
"new mexico","1952","aug",2200,1952-08-01
"new york","1952","aug",28268,1952-08-01
"north carolina","1952","aug",10074,1952-08-01
"north dakota","1952","aug",1580,1952-08-01
"ohio","1952","aug",18452,1952-08-01
"oklahoma","1952","aug",4886,1952-08-01
"oregon","1952","aug",3592,1952-08-01
"pennsylvania","1952","aug",21258,1952-08-01
"rhode island","1952","aug",1452,1952-08-01
"south carolina","1952","aug",5906,1952-08-01
"south dakota","1952","aug",1700,1952-08-01
"tennessee","1952","aug",7654,1952-08-01
"texas","1952","aug",22508,1952-08-01
"utah","1952","aug",2082,1952-08-01
"vermont","1952","aug",830,1952-08-01
"virginia","1952","aug",8144,1952-08-01
"washington","1952","aug",5474,1952-08-01
"west virginia","1952","aug",4522,1952-08-01
"wisconsin","1952","aug",7952,1952-08-01
"wyoming","1952","aug",686,1952-08-01
"alabama","1952","sep",7520,1952-09-01
"alaska","1952","sep",NA,1952-09-01
"arizona","1952","sep",2208,1952-09-01
"arkansas","1952","sep",4028,1952-09-01
"california","1952","sep",25564,1952-09-01
"colorado","1952","sep",3258,1952-09-01
"connecticut","1952","sep",4096,1952-09-01
"delaware","1952","sep",754,1952-09-01
"district of columbia","1952","sep",1888,1952-09-01
"florida","1952","sep",7206,1952-09-01
"georgia","1952","sep",8794,1952-09-01
"hawaii","1952","sep",NA,1952-09-01
"idaho","1952","sep",1468,1952-09-01
"illinois","1952","sep",18290,1952-09-01
"indiana","1952","sep",9554,1952-09-01
"iowa","1952","sep",5566,1952-09-01
"kansas","1952","sep",4596,1952-09-01
"kentucky","1952","sep",6520,1952-09-01
"louisiana","1952","sep",7978,1952-09-01
"maine","1952","sep",1874,1952-09-01
"maryland","1952","sep",5714,1952-09-01
"massachusetts","1952","sep",9054,1952-09-01
"michigan","1952","sep",15456,1952-09-01
"minnesota","1952","sep",6840,1952-09-01
"mississippi","1952","sep",5994,1952-09-01
"missouri","1952","sep",8426,1952-09-01
"montana","1952","sep",1372,1952-09-01
"nebraskaa","1952","sep",2986,1952-09-01
"nevada","1952","sep",410,1952-09-01
"new hampshire","1952","sep",986,1952-09-01
"new jersey","1952","sep",9612,1952-09-01
"new mexico","1952","sep",2192,1952-09-01
"new york","1952","sep",27700,1952-09-01
"north carolina","1952","sep",9910,1952-09-01
"north dakota","1952","sep",1514,1952-09-01
"ohio","1952","sep",18272,1952-09-01
"oklahoma","1952","sep",4620,1952-09-01
"oregon","1952","sep",3468,1952-09-01
"pennsylvania","1952","sep",21166,1952-09-01
"rhode island","1952","sep",1448,1952-09-01
"south carolina","1952","sep",5732,1952-09-01
"south dakota","1952","sep",1684,1952-09-01
"tennessee","1952","sep",7518,1952-09-01
"texas","1952","sep",21266,1952-09-01
"utah","1952","sep",2116,1952-09-01
"vermont","1952","sep",804,1952-09-01
"virginia","1952","sep",8058,1952-09-01
"washington","1952","sep",5554,1952-09-01
"west virginia","1952","sep",4134,1952-09-01
"wisconsin","1952","sep",7810,1952-09-01
"wyoming","1952","sep",704,1952-09-01
"alabama","1952","oct",7288,1952-10-01
"alaska","1952","oct",NA,1952-10-01
"arizona","1952","oct",2184,1952-10-01
"arkansas","1952","oct",3990,1952-10-01
"california","1952","oct",24552,1952-10-01
"colorado","1952","oct",3158,1952-10-01
"connecticut","1952","oct",3954,1952-10-01
"delaware","1952","oct",758,1952-10-01
"district of columbia","1952","oct",1846,1952-10-01
"florida","1952","oct",7132,1952-10-01
"georgia","1952","oct",8606,1952-10-01
"hawaii","1952","oct",NA,1952-10-01
"idaho","1952","oct",1432,1952-10-01
"illinois","1952","oct",17942,1952-10-01
"indiana","1952","oct",9262,1952-10-01
"iowa","1952","oct",5500,1952-10-01
"kansas","1952","oct",4472,1952-10-01
"kentucky","1952","oct",6432,1952-10-01
"louisiana","1952","oct",7682,1952-10-01
"maine","1952","oct",1794,1952-10-01
"maryland","1952","oct",5452,1952-10-01
"massachusetts","1952","oct",8974,1952-10-01
"michigan","1952","oct",15112,1952-10-01
"minnesota","1952","oct",6960,1952-10-01
"mississippi","1952","oct",5658,1952-10-01
"missouri","1952","oct",8010,1952-10-01
"montana","1952","oct",1570,1952-10-01
"nebraskaa","1952","oct",2940,1952-10-01
"nevada","1952","oct",444,1952-10-01
"new hampshire","1952","oct",1050,1952-10-01
"new jersey","1952","oct",9676,1952-10-01
"new mexico","1952","oct",2084,1952-10-01
"new york","1952","oct",27790,1952-10-01
"north carolina","1952","oct",9570,1952-10-01
"north dakota","1952","oct",1422,1952-10-01
"ohio","1952","oct",17638,1952-10-01
"oklahoma","1952","oct",4478,1952-10-01
"oregon","1952","oct",3454,1952-10-01
"pennsylvania","1952","oct",20926,1952-10-01
"rhode island","1952","oct",1366,1952-10-01
"south carolina","1952","oct",5394,1952-10-01
"south dakota","1952","oct",1644,1952-10-01
"tennessee","1952","oct",7100,1952-10-01
"texas","1952","oct",21400,1952-10-01
"utah","1952","oct",1944,1952-10-01
"vermont","1952","oct",784,1952-10-01
"virginia","1952","oct",7684,1952-10-01
"washington","1952","oct",5092,1952-10-01
"west virginia","1952","oct",4120,1952-10-01
"wisconsin","1952","oct",7696,1952-10-01
"wyoming","1952","oct",720,1952-10-01
"alabama","1952","nov",6792,1952-11-01
"alaska","1952","nov",NA,1952-11-01
"arizona","1952","nov",2244,1952-11-01
"arkansas","1952","nov",3518,1952-11-01
"california","1952","nov",23474,1952-11-01
"colorado","1952","nov",3142,1952-11-01
"connecticut","1952","nov",3784,1952-11-01
"delaware","1952","nov",754,1952-11-01
"district of columbia","1952","nov",1574,1952-11-01
"florida","1952","nov",6684,1952-11-01
"georgia","1952","nov",8292,1952-11-01
"hawaii","1952","nov",NA,1952-11-01
"idaho","1952","nov",1330,1952-11-01
"illinois","1952","nov",16824,1952-11-01
"indiana","1952","nov",8484,1952-11-01
"iowa","1952","nov",5286,1952-11-01
"kansas","1952","nov",4198,1952-11-01
"kentucky","1952","nov",5788,1952-11-01
"louisiana","1952","nov",7192,1952-11-01
"maine","1952","nov",1788,1952-11-01
"maryland","1952","nov",4996,1952-11-01
"massachusetts","1952","nov",8400,1952-11-01
"michigan","1952","nov",14412,1952-11-01
"minnesota","1952","nov",6450,1952-11-01
"mississippi","1952","nov",5400,1952-11-01
"missouri","1952","nov",7446,1952-11-01
"montana","1952","nov",1296,1952-11-01
"nebraskaa","1952","nov",2752,1952-11-01
"nevada","1952","nov",388,1952-11-01
"new hampshire","1952","nov",940,1952-11-01
"new jersey","1952","nov",8972,1952-11-01
"new mexico","1952","nov",2010,1952-11-01
"new york","1952","nov",25774,1952-11-01
"north carolina","1952","nov",9090,1952-11-01
"north dakota","1952","nov",1344,1952-11-01
"ohio","1952","nov",16880,1952-11-01
"oklahoma","1952","nov",4312,1952-11-01
"oregon","1952","nov",3144,1952-11-01
"pennsylvania","1952","nov",19278,1952-11-01
"rhode island","1952","nov",1380,1952-11-01
"south carolina","1952","nov",5066,1952-11-01
"south dakota","1952","nov",1444,1952-11-01
"tennessee","1952","nov",6696,1952-11-01
"texas","1952","nov",20286,1952-11-01
"utah","1952","nov",1824,1952-11-01
"vermont","1952","nov",680,1952-11-01
"virginia","1952","nov",7074,1952-11-01
"washington","1952","nov",4794,1952-11-01
"west virginia","1952","nov",3902,1952-11-01
"wisconsin","1952","nov",6848,1952-11-01
"wyoming","1952","nov",722,1952-11-01
"alabama","1952","dec",6984,1952-12-01
"alaska","1952","dec",NA,1952-12-01
"arizona","1952","dec",2232,1952-12-01
"arkansas","1952","dec",3614,1952-12-01
"california","1952","dec",24460,1952-12-01
"colorado","1952","dec",3148,1952-12-01
"connecticut","1952","dec",3802,1952-12-01
"delaware","1952","dec",772,1952-12-01
"district of columbia","1952","dec",1784,1952-12-01
"florida","1952","dec",7234,1952-12-01
"georgia","1952","dec",8340,1952-12-01
"hawaii","1952","dec",NA,1952-12-01
"idaho","1952","dec",1364,1952-12-01
"illinois","1952","dec",17224,1952-12-01
"indiana","1952","dec",8790,1952-12-01
"iowa","1952","dec",5264,1952-12-01
"kansas","1952","dec",4372,1952-12-01
"kentucky","1952","dec",6170,1952-12-01
"louisiana","1952","dec",7492,1952-12-01
"maine","1952","dec",1638,1952-12-01
"maryland","1952","dec",5390,1952-12-01
"massachusetts","1952","dec",8452,1952-12-01
"michigan","1952","dec",14556,1952-12-01
"minnesota","1952","dec",6272,1952-12-01
"mississippi","1952","dec",5528,1952-12-01
"missouri","1952","dec",7750,1952-12-01
"montana","1952","dec",1318,1952-12-01
"nebraskaa","1952","dec",2890,1952-12-01
"nevada","1952","dec",388,1952-12-01
"new hampshire","1952","dec",916,1952-12-01
"new jersey","1952","dec",9094,1952-12-01
"new mexico","1952","dec",2088,1952-12-01
"new york","1952","dec",26730,1952-12-01
"north carolina","1952","dec",9058,1952-12-01
"north dakota","1952","dec",1340,1952-12-01
"ohio","1952","dec",17688,1952-12-01
"oklahoma","1952","dec",4598,1952-12-01
"oregon","1952","dec",3326,1952-12-01
"pennsylvania","1952","dec",19546,1952-12-01
"rhode island","1952","dec",1400,1952-12-01
"south carolina","1952","dec",4832,1952-12-01
"south dakota","1952","dec",1402,1952-12-01
"tennessee","1952","dec",6944,1952-12-01
"texas","1952","dec",21128,1952-12-01
"utah","1952","dec",1822,1952-12-01
"vermont","1952","dec",734,1952-12-01
"virginia","1952","dec",6534,1952-12-01
"washington","1952","dec",5364,1952-12-01
"west virginia","1952","dec",3922,1952-12-01
"wisconsin","1952","dec",6978,1952-12-01
"wyoming","1952","dec",664,1952-12-01
"alabama","1953","jan",7382,1953-01-01
"alaska","1953","jan",NA,1953-01-01
"arizona","1953","jan",2220,1953-01-01
"arkansas","1953","jan",3862,1953-01-01
"california","1953","jan",23294,1953-01-01
"colorado","1953","jan",3076,1953-01-01
"connecticut","1953","jan",3754,1953-01-01
"delaware","1953","jan",764,1953-01-01
"district of columbia","1953","jan",1794,1953-01-01
"florida","1953","jan",6990,1953-01-01
"georgia","1953","jan",8456,1953-01-01
"hawaii","1953","jan",NA,1953-01-01
"idaho","1953","jan",1300,1953-01-01
"illinois","1953","jan",16904,1953-01-01
"indiana","1953","jan",8668,1953-01-01
"iowa","1953","jan",5198,1953-01-01
"kansas","1953","jan",4208,1953-01-01
"kentucky","1953","jan",6298,1953-01-01
"louisiana","1953","jan",7500,1953-01-01
"maine","1953","jan",1686,1953-01-01
"maryland","1953","jan",5260,1953-01-01
"massachusetts","1953","jan",8482,1953-01-01
"michigan","1953","jan",14490,1953-01-01
"minnesota","1953","jan",6350,1953-01-01
"mississippi","1953","jan",5750,1953-01-01
"missouri","1953","jan",7862,1953-01-01
"montana","1953","jan",1344,1953-01-01
"nebraskaa","1953","jan",2688,1953-01-01
"nevada","1953","jan",406,1953-01-01
"new hampshire","1953","jan",912,1953-01-01
"new jersey","1953","jan",9160,1953-01-01
"new mexico","1953","jan",2014,1953-01-01
"new york","1953","jan",26558,1953-01-01
"north carolina","1953","jan",9736,1953-01-01
"north dakota","1953","jan",1320,1953-01-01
"ohio","1953","jan",17076,1953-01-01
"oklahoma","1953","jan",4428,1953-01-01
"oregon","1953","jan",3128,1953-01-01
"pennsylvania","1953","jan",19706,1953-01-01
"rhode island","1953","jan",1410,1953-01-01
"south carolina","1953","jan",5524,1953-01-01
"south dakota","1953","jan",1444,1953-01-01
"tennessee","1953","jan",6972,1953-01-01
"texas","1953","jan",20212,1953-01-01
"utah","1953","jan",1788,1953-01-01
"vermont","1953","jan",744,1953-01-01
"virginia","1953","jan",7678,1953-01-01
"washington","1953","jan",4832,1953-01-01
"west virginia","1953","jan",3928,1953-01-01
"wisconsin","1953","jan",7170,1953-01-01
"wyoming","1953","jan",762,1953-01-01
"alabama","1953","feb",6380,1953-02-01
"alaska","1953","feb",NA,1953-02-01
"arizona","1953","feb",2054,1953-02-01
"arkansas","1953","feb",3294,1953-02-01
"california","1953","feb",21856,1953-02-01
"colorado","1953","feb",2774,1953-02-01
"connecticut","1953","feb",3606,1953-02-01
"delaware","1953","feb",732,1953-02-01
"district of columbia","1953","feb",1640,1953-02-01
"florida","1953","feb",6150,1953-02-01
"georgia","1953","feb",7478,1953-02-01
"hawaii","1953","feb",NA,1953-02-01
"idaho","1953","feb",1242,1953-02-01
"illinois","1953","feb",15620,1953-02-01
"indiana","1953","feb",8012,1953-02-01
"iowa","1953","feb",4820,1953-02-01
"kansas","1953","feb",3868,1953-02-01
"kentucky","1953","feb",5832,1953-02-01
"louisiana","1953","feb",6424,1953-02-01
"maine","1953","feb",1550,1953-02-01
"maryland","1953","feb",4852,1953-02-01
"massachusetts","1953","feb",7904,1953-02-01
"michigan","1953","feb",13772,1953-02-01
"minnesota","1953","feb",5896,1953-02-01
"mississippi","1953","feb",5042,1953-02-01
"missouri","1953","feb",6632,1953-02-01
"montana","1953","feb",1224,1953-02-01
"nebraskaa","1953","feb",2418,1953-02-01
"nevada","1953","feb",366,1953-02-01
"new hampshire","1953","feb",892,1953-02-01
"new jersey","1953","feb",8692,1953-02-01
"new mexico","1953","feb",1804,1953-02-01
"new york","1953","feb",25122,1953-02-01
"north carolina","1953","feb",8696,1953-02-01
"north dakota","1953","feb",1198,1953-02-01
"ohio","1953","feb",16178,1953-02-01
"oklahoma","1953","feb",4004,1953-02-01
"oregon","1953","feb",2982,1953-02-01
"pennsylvania","1953","feb",18166,1953-02-01
"rhode island","1953","feb",1306,1953-02-01
"south carolina","1953","feb",4966,1953-02-01
"south dakota","1953","feb",1300,1953-02-01
"tennessee","1953","feb",6326,1953-02-01
"texas","1953","feb",17858,1953-02-01
"utah","1953","feb",1798,1953-02-01
"vermont","1953","feb",654,1953-02-01
"virginia","1953","feb",7230,1953-02-01
"washington","1953","feb",4720,1953-02-01
"west virginia","1953","feb",3634,1953-02-01
"wisconsin","1953","feb",6706,1953-02-01
"wyoming","1953","feb",642,1953-02-01
"alabama","1953","mar",6528,1953-03-01
"alaska","1953","mar",NA,1953-03-01
"arizona","1953","mar",1994,1953-03-01
"arkansas","1953","mar",3326,1953-03-01
"california","1953","mar",24696,1953-03-01
"colorado","1953","mar",3062,1953-03-01
"connecticut","1953","mar",4142,1953-03-01
"delaware","1953","mar",750,1953-03-01
"district of columbia","1953","mar",1804,1953-03-01
"florida","1953","mar",5906,1953-03-01
"georgia","1953","mar",7628,1953-03-01
"hawaii","1953","mar",NA,1953-03-01
"idaho","1953","mar",1400,1953-03-01
"illinois","1953","mar",16282,1953-03-01
"indiana","1953","mar",8160,1953-03-01
"iowa","1953","mar",5020,1953-03-01
"kansas","1953","mar",4018,1953-03-01
"kentucky","1953","mar",5776,1953-03-01
"louisiana","1953","mar",6218,1953-03-01
"maine","1953","mar",1850,1953-03-01
"maryland","1953","mar",5040,1953-03-01
"massachusetts","1953","mar",8940,1953-03-01
"michigan","1953","mar",14924,1953-03-01
"minnesota","1953","mar",6634,1953-03-01
"mississippi","1953","mar",4932,1953-03-01
"missouri","1953","mar",6796,1953-03-01
"montana","1953","mar",1500,1953-03-01
"nebraskaa","1953","mar",2462,1953-03-01
"nevada","1953","mar",398,1953-03-01
"new hampshire","1953","mar",994,1953-03-01
"new jersey","1953","mar",9392,1953-03-01
"new mexico","1953","mar",2028,1953-03-01
"new york","1953","mar",27476,1953-03-01
"north carolina","1953","mar",9068,1953-03-01
"north dakota","1953","mar",1462,1953-03-01
"ohio","1953","mar",16826,1953-03-01
"oklahoma","1953","mar",3962,1953-03-01
"oregon","1953","mar",3348,1953-03-01
"pennsylvania","1953","mar",19648,1953-03-01
"rhode island","1953","mar",1476,1953-03-01
"south carolina","1953","mar",4930,1953-03-01
"south dakota","1953","mar",1454,1953-03-01
"tennessee","1953","mar",6448,1953-03-01
"texas","1953","mar",18686,1953-03-01
"utah","1953","mar",2140,1953-03-01
"vermont","1953","mar",764,1953-03-01
"virginia","1953","mar",7500,1953-03-01
"washington","1953","mar",5370,1953-03-01
"west virginia","1953","mar",3924,1953-03-01
"wisconsin","1953","mar",7350,1953-03-01
"wyoming","1953","mar",700,1953-03-01
"alabama","1953","apr",5590,1953-04-01
"alaska","1953","apr",NA,1953-04-01
"arizona","1953","apr",1864,1953-04-01
"arkansas","1953","apr",3032,1953-04-01
"california","1953","apr",23386,1953-04-01
"colorado","1953","apr",3044,1953-04-01
"connecticut","1953","apr",3724,1953-04-01
"delaware","1953","apr",592,1953-04-01
"district of columbia","1953","apr",1400,1953-04-01
"florida","1953","apr",5264,1953-04-01
"georgia","1953","apr",6828,1953-04-01
"hawaii","1953","apr",NA,1953-04-01
"idaho","1953","apr",1326,1953-04-01
"illinois","1953","apr",14654,1953-04-01
"indiana","1953","apr",7142,1953-04-01
"iowa","1953","apr",4620,1953-04-01
"kansas","1953","apr",3736,1953-04-01
"kentucky","1953","apr",5064,1953-04-01
"louisiana","1953","apr",5236,1953-04-01
"maine","1953","apr",1728,1953-04-01
"maryland","1953","apr",4414,1953-04-01
"massachusetts","1953","apr",8306,1953-04-01
"michigan","1953","apr",13896,1953-04-01
"minnesota","1953","apr",6248,1953-04-01
"mississippi","1953","apr",4482,1953-04-01
"missouri","1953","apr",6200,1953-04-01
"montana","1953","apr",1364,1953-04-01
"nebraskaa","1953","apr",2470,1953-04-01
"nevada","1953","apr",374,1953-04-01
"new hampshire","1953","apr",864,1953-04-01
"new jersey","1953","apr",8416,1953-04-01
"new mexico","1953","apr",2006,1953-04-01
"new york","1953","apr",25476,1953-04-01
"north carolina","1953","apr",7944,1953-04-01
"north dakota","1953","apr",1390,1953-04-01
"ohio","1953","apr",15088,1953-04-01
"oklahoma","1953","apr",3674,1953-04-01
"oregon","1953","apr",3340,1953-04-01
"pennsylvania","1953","apr",17846,1953-04-01
"rhode island","1953","apr",1388,1953-04-01
"south carolina","1953","apr",4292,1953-04-01
"south dakota","1953","apr",1424,1953-04-01
"tennessee","1953","apr",5972,1953-04-01
"texas","1953","apr",16176,1953-04-01
"utah","1953","apr",2114,1953-04-01
"vermont","1953","apr",730,1953-04-01
"virginia","1953","apr",6504,1953-04-01
"washington","1953","apr",5042,1953-04-01
"west virginia","1953","apr",3420,1953-04-01
"wisconsin","1953","apr",7116,1953-04-01
"wyoming","1953","apr",736,1953-04-01
"alabama","1953","may",6064,1953-05-01
"alaska","1953","may",NA,1953-05-01
"arizona","1953","may",1950,1953-05-01
"arkansas","1953","may",3198,1953-05-01
"california","1953","may",24136,1953-05-01
"colorado","1953","may",3172,1953-05-01
"connecticut","1953","may",3940,1953-05-01
"delaware","1953","may",710,1953-05-01
"district of columbia","1953","may",1572,1953-05-01
"florida","1953","may",5630,1953-05-01
"georgia","1953","may",7390,1953-05-01
"hawaii","1953","may",NA,1953-05-01
"idaho","1953","may",1386,1953-05-01
"illinois","1953","may",16836,1953-05-01
"indiana","1953","may",8248,1953-05-01
"iowa","1953","may",5036,1953-05-01
"kansas","1953","may",3928,1953-05-01
"kentucky","1953","may",5650,1953-05-01
"louisiana","1953","may",5510,1953-05-01
"maine","1953","may",1820,1953-05-01
"maryland","1953","may",4700,1953-05-01
"massachusetts","1953","may",8850,1953-05-01
"michigan","1953","may",15060,1953-05-01
"minnesota","1953","may",6580,1953-05-01
"mississippi","1953","may",4608,1953-05-01
"missouri","1953","may",7168,1953-05-01
"montana","1953","may",1470,1953-05-01
"nebraskaa","1953","may",2648,1953-05-01
"nevada","1953","may",424,1953-05-01
"new hampshire","1953","may",944,1953-05-01
"new jersey","1953","may",8938,1953-05-01
"new mexico","1953","may",1988,1953-05-01
"new york","1953","may",26736,1953-05-01
"north carolina","1953","may",8628,1953-05-01
"north dakota","1953","may",1516,1953-05-01
"ohio","1953","may",16872,1953-05-01
"oklahoma","1953","may",3744,1953-05-01
"oregon","1953","may",3356,1953-05-01
"pennsylvania","1953","may",18992,1953-05-01
"rhode island","1953","may",1422,1953-05-01
"south carolina","1953","may",4862,1953-05-01
"south dakota","1953","may",1476,1953-05-01
